ID,Survey_Period,RESP_ID,Which group best describes you?,Attribute,Response,QuestionID,Category,Question Intent,Order,Start time,Completion time
140,Spring_2026,Spring_2026_140,Student,How satisfied are you with the support and resources available to help you succeed academically?,8,StudentHow satisfied are you with the support and resources available to help you succeed academically?,NPS,4. Resources & Support,3,140,140
140,Spring_2026,Spring_2026_140,Student,How effective are your teachers in helping you understand course material and stay engaged?,6,StudentHow effective are your teachers in helping you understand course material and stay engaged?,NPS,3. Preparation,4,140,140
140,Spring_2026,Spring_2026_140,Student,How safe and supported do you feel in your school environment?,8,StudentHow safe and supported do you feel in your school environment?,NPS,5. Values and Standards,5,140,140
141,Spring_2026,Spring_2026_141,Parent,How likely are you to recommend De La Salle College to others based on the education your child receives?,10,ParentHow likely are you to recommend De La Salle College to others based on the education your child receives?,NPS,1. Likelihood to Recommend,1,141,141
141,Spring_2026,Spring_2026_141,Parent,How well does the academic workload challenge your child without being overwhelming?,9,ParentHow well does the academic workload challenge your child without being overwhelming?,NPS,2. Quality & Workload of Education,2,141,141
141,Spring_2026,Spring_2026_141,Parent,How satisfied are you with the College's communication and support regarding your child's progress and well-being?,8,ParentHow satisfied are you with the College's communication and support regarding your child's progress and well-being?,NPS,4. Resources & Support,3,141,141
141,Spring_2026,Spring_2026_141,Parent,How effective is the College in preparing your child for future academic and personal success?,10,ParentHow effective is the College in preparing your child for future academic and personal success?,NPS,3. Preparation,4,141,141
141,Spring_2026,Spring_2026_141,Parent,How well does the College address any concerns you raise about your child?,9,ParentHow well does the College address any concerns you raise about your child?,NPS,5. Values and Standards,5,141,141
142,Spring_2026,Spring_2026_142,Parent,How likely are you to recommend De La Salle College to others based on the education your child receives?,7,ParentHow likely are you to recommend De La Salle College to others based on the education your child receives?,NPS,1. Likelihood to Recommend,1,142,142
142,Spring_2026,Spring_2026_142,Parent,How well does the academic workload challenge your child without being overwhelming?,8,ParentHow well does the academic workload challenge your child without being overwhelming?,NPS,2. Quality & Workload of Education,2,142,142
142,Spring_2026,Spring_2026_142,Parent,How satisfied are you with the College's communication and support regarding your child's progress and well-being?,4,ParentHow satisfied are you with the College's communication and support regarding your child's progress and well-being?,NPS,4. Resources & Support,3,142,142
142,Spring_2026,Spring_2026_142,Parent,How effective is the College in preparing your child for future academic and personal success?,7,ParentHow effective is the College in preparing your child for future academic and personal success?,NPS,3. Preparation,4,142,142
142,Spring_2026,Spring_2026_142,Parent,How well does the College address any concerns you raise about your child?,8,ParentHow well does the College address any concerns you raise about your child?,NPS,5. Values and Standards,5,142,142
143,Spring_2026,Spring_2026_143,Parent,How likely are you to recommend De La Salle College to others based on the education your child receives?,10,ParentHow likely are you to recommend De La Salle College to others based on the education your child receives?,NPS,1. Likelihood to Recommend,1,143,143
143,Spring_2026,Spring_2026_143,Parent,How well does the academic workload challenge your child without being overwhelming?,10,ParentHow well does the academic workload challenge your child without being overwhelming?,NPS,2. Quality & Workload of Education,2,143,143
143,Spring_2026,Spring_2026_143,Parent,How satisfied are you with the College's communication and support regarding your child's progress and well-being?,7,ParentHow satisfied are you with the College's communication and support regarding your child's progress and well-being?,NPS,4. Resources & Support,3,143,143
143,Spring_2026,Spring_2026_143,Parent,How effective is the College in preparing your child for future academic and personal success?,10,ParentHow effective is the College in preparing your child for future academic and personal success?,NPS,3. Preparation,4,143,143
143,Spring_2026,Spring_2026_143,Parent,How well does the College address any concerns you raise about your child?,10,ParentHow well does the College address any concerns you raise about your child?,NPS,5. Values and Standards,5,143,143
144,Spring_2026,Spring_2026_144,Parent,How likely are you to recommend De La Salle College to others based on the education your child receives?,0,ParentHow likely are you to recommend De La Salle College to others based on the education your child receives?,NPS,1. Likelihood to Recommend,1,144,144
144,Spring_2026,Spring_2026_144,Parent,How well does the academic workload challenge your child without being overwhelming?,1,ParentHow well does the academic workload challenge your child without being overwhelming?,NPS,2. Quality & Workload of Education,2,144,144
144,Spring_2026,Spring_2026_144,Parent,How satisfied are you with the College's communication and support regarding your child's progress and well-being?,1,ParentHow satisfied are you with the College's communication and support regarding your child's progress and well-being?,NPS,4. Resources & Support,3,144,144
144,Spring_2026,Spring_2026_144,Parent,How effective is the College in preparing your child for future academic and personal success?,0,ParentHow effective is the College in preparing your child for future academic and personal success?,NPS,3. Preparation,4,144,144
144,Spring_2026,Spring_2026_144,Parent,How well does the College address any concerns you raise about your child?,0,ParentHow well does the College address any concerns you raise about your child?,NPS,5. Values and Standards,5,144,144
145,Spring_2026,Spring_2026_145,Parent,How likely are you to recommend De La Salle College to others based on the education your child receives?,9,ParentHow likely are you to recommend De La Salle College to others based on the education your child receives?,NPS,1. Likelihood to Recommend,1,145,145
145,Spring_2026,Spring_2026_145,Parent,How well does the academic workload challenge your child without being overwhelming?,8,ParentHow well does the academic workload challenge your child without being overwhelming?,NPS,2. Quality & Workload of Education,2,145,145
145,Spring_2026,Spring_2026_145,Parent,How satisfied are you with the College's communication and support regarding your child's progress and well-being?,8,ParentHow satisfied are you with the College's communication and support regarding your child's progress and well-being?,NPS,4. Resources & Support,3,145,145
145,Spring_2026,Spring_2026_145,Parent,How effective is the College in preparing your child for future academic and personal success?,8,ParentHow effective is the College in preparing your child for future academic and personal success?,NPS,3. Preparation,4,145,145
145,Spring_2026,Spring_2026_145,Parent,How well does the College address any concerns you raise about your child?,8,ParentHow well does the College address any concerns you raise about your child?,NPS,5. Values and Standards,5,145,145
146,Spring_2026,Spring_2026_146,Student,How likely are you to recommend De La Salle College to others based on your experience with the quality of education?,10,StudentHow likely are you to recommend De La Salle College to others based on your experience with the quality of education?,NPS,1. Likelihood to Recommend,1,146,146
146,Spring_2026,Spring_2026_146,Student,How well does the academic workload challenge you without being overwhelming?,6,StudentHow well does the academic workload challenge you without being overwhelming?,NPS,2. Quality & Workload of Education,2,146,146
146,Spring_2026,Spring_2026_146,Student,How satisfied are you with the support and resources available to help you succeed academically?,5,StudentHow satisfied are you with the support and resources available to help you succeed academically?,NPS,4. Resources & Support,3,146,146
146,Spring_2026,Spring_2026_146,Student,How effective are your teachers in helping you understand course material and stay engaged?,8,StudentHow effective are your teachers in helping you understand course material and stay engaged?,NPS,3. Preparation,4,146,146
146,Spring_2026,Spring_2026_146,Student,How safe and supported do you feel in your school environment?,10,StudentHow safe and supported do you feel in your school environment?,NPS,5. Values and Standards,5,146,146
147,Spring_2026,Spring_2026_147,Student,How likely are you to recommend De La Salle College to others based on your experience with the quality of education?,10,StudentHow likely are you to recommend De La Salle College to others based on your experience with the quality of education?,NPS,1. Likelihood to Recommend,1,147,147
147,Spring_2026,Spring_2026_147,Student,How well does the academic workload challenge you without being overwhelming?,6,StudentHow well does the academic workload challenge you without being overwhelming?,NPS,2. Quality & Workload of Education,2,147,147
147,Spring_2026,Spring_2026_147,Student,How satisfied are you with the support and resources available to help you succeed academically?,7,StudentHow satisfied are you with the support and resources available to help you succeed academically?,NPS,4. Resources & Support,3,147,147
147,Spring_2026,Spring_2026_147,Student,How effective are your teachers in helping you understand course material and stay engaged?,7,StudentHow effective are your teachers in helping you understand course material and stay engaged?,NPS,3. Preparation,4,147,147
147,Spring_2026,Spring_2026_147,Student,How safe and supported do you feel in your school environment?,10,StudentHow safe and supported do you feel in your school environment?,NPS,5. Values and Standards,5,147,147
148,Spring_2026,Spring_2026_148,Student,How likely are you to recommend De La Salle College to others based on your experience with the quality of education?,10,StudentHow likely are you to recommend De La Salle College to others based on your experience with the quality of education?,NPS,1. Likelihood to Recommend,1,148,148
148,Spring_2026,Spring_2026_148,Student,How well does the academic workload challenge you without being overwhelming?,10,StudentHow well does the academic workload challenge you without being overwhelming?,NPS,2. Quality & Workload of Education,2,148,148
148,Spring_2026,Spring_2026_148,Student,How satisfied are you with the support and resources available to help you succeed academically?,10,StudentHow satisfied are you with the support and resources available to help you succeed academically?,NPS,4. Resources & Support,3,148,148
148,Spring_2026,Spring_2026_148,Student,How effective are your teachers in helping you understand course material and stay engaged?,10,StudentHow effective are your teachers in helping you understand course material and stay engaged?,NPS,3. Preparation,4,148,148
148,Spring_2026,Spring_2026_148,Student,How safe and supported do you feel in your school environment?,10,StudentHow safe and supported do you feel in your school environment?,NPS,5. Values and Standards,5,148,148
149,Spring_2026,Spring_2026_149,Teaching Faculty,How likely are you to recommend De La Salle College as a place to work?,8,Teaching FacultyHow likely are you to recommend De La Salle College as a place to work?,NPS,1. Likelihood to Recommend,1,149,149
149,Spring_2026,Spring_2026_149,Teaching Faculty,How balanced is the academic workload for students (challenging yet manageable)?,9,Teaching FacultyHow balanced is the academic workload for students (challenging yet manageable)?,NPS,2. Quality & Workload of Education,2,149,149
149,Spring_2026,Spring_2026_149,Teaching Faculty,How satisfied are you with the resources and support that help you work effectively?,7,Teaching FacultyHow satisfied are you with the resources and support that help you work effectively?,NPS,4. Resources & Support,3,149,149
149,Spring_2026,Spring_2026_149,Teaching Faculty,How effective are your teaching strategies in engaging students and promoting learning?,8,Teaching FacultyHow effective are your teaching strategies in engaging students and promoting learning?,NPS,3. Preparation,4,149,149
149,Spring_2026,Spring_2026_149,Teaching Faculty,How well does the College support staff members in addressing students' academic and personal needs?,8,Teaching FacultyHow well does the College support staff members in addressing students' academic and personal needs?,NPS,5. Values and Standards,5,149,149
150,Spring_2026,Spring_2026_150,Parent,How likely are you to recommend De La Salle College to others based on the education your child receives?,10,ParentHow likely are you to recommend De La Salle College to others based on the education your child receives?,NPS,1. Likelihood to Recommend,1,150,150
150,Spring_2026,Spring_2026_150,Parent,How well does the academic workload challenge your child without being overwhelming?,10,ParentHow well does the academic workload challenge your child without being overwhelming?,NPS,2. Quality & Workload of Education,2,150,150
150,Spring_2026,Spring_2026_150,Parent,How satisfied are you with the College's communication and support regarding your child's progress and well-being?,10,ParentHow satisfied are you with the College's communication and support regarding your child's progress and well-being?,NPS,4. Resources & Support,3,150,150
150,Spring_2026,Spring_2026_150,Parent,How effective is the College in preparing your child for future academic and personal success?,9,ParentHow effective is the College in preparing your child for future academic and personal success?,NPS,3. Preparation,4,150,150
150,Spring_2026,Spring_2026_150,Parent,How well does the College address any concerns you raise about your child?,10,ParentHow well does the College address any concerns you raise about your child?,NPS,5. Values and Standards,5,150,150
151,Spring_2026,Spring_2026_151,Parent,How likely are you to recommend De La Salle College to others based on the education your child receives?,6,ParentHow likely are you to recommend De La Salle College to others based on the education your child receives?,NPS,1. Likelihood to Recommend,1,151,151
151,Spring_2026,Spring_2026_151,Parent,How well does the academic workload challenge your child without being overwhelming?,7,ParentHow well does the academic workload challenge your child without being overwhelming?,NPS,2. Quality & Workload of Education,2,151,151
151,Spring_2026,Spring_2026_151,Parent,How satisfied are you with the College's communication and support regarding your child's progress and well-being?,7,ParentHow satisfied are you with the College's communication and support regarding your child's progress and well-being?,NPS,4. Resources & Support,3,151,151
151,Spring_2026,Spring_2026_151,Parent,How effective is the College in preparing your child for future academic and personal success?,6,ParentHow effective is the College in preparing your child for future academic and personal success?,NPS,3. Preparation,4,151,151
151,Spring_2026,Spring_2026_151,Parent,How well does the College address any concerns you raise about your child?,5,ParentHow well does the College address any concerns you raise about your child?,NPS,5. Values and Standards,5,151,151
152,Spring_2026,Spring_2026_152,Student,How likely are you to recommend De La Salle College to others based on your experience with the quality of education?,1,StudentHow likely are you to recommend De La Salle College to others based on your experience with the quality of education?,NPS,1. Likelihood to Recommend,1,152,152
152,Spring_2026,Spring_2026_152,Student,How well does the academic workload challenge you without being overwhelming?,1,StudentHow well does the academic workload challenge you without being overwhelming?,NPS,2. Quality & Workload of Education,2,152,152
152,Spring_2026,Spring_2026_152,Student,How satisfied are you with the support and resources available to help you succeed academically?,0,StudentHow satisfied are you with the support and resources available to help you succeed academically?,NPS,4. Resources & Support,3,152,152
152,Spring_2026,Spring_2026_152,Student,How effective are your teachers in helping you understand course material and stay engaged?,2,StudentHow effective are your teachers in helping you understand course material and stay engaged?,NPS,3. Preparation,4,152,152
152,Spring_2026,Spring_2026_152,Student,How safe and supported do you feel in your school environment?,0,StudentHow safe and supported do you feel in your school environment?,NPS,5. Values and Standards,5,152,152
153,Spring_2026,Spring_2026_153,Student,How likely are you to recommend De La Salle College to others based on your experience with the quality of education?,10,StudentHow likely are you to recommend De La Salle College to others based on your experience with the quality of education?,NPS,1. Likelihood to Recommend,1,153,153
153,Spring_2026,Spring_2026_153,Student,How well does the academic workload challenge you without being overwhelming?,10,StudentHow well does the academic workload challenge you without being overwhelming?,NPS,2. Quality & Workload of Education,2,153,153
153,Spring_2026,Spring_2026_153,Student,How satisfied are you with the support and resources available to help you succeed academically?,7,StudentHow satisfied are you with the support and resources available to help you succeed academically?,NPS,4. Resources & Support,3,153,153
153,Spring_2026,Spring_2026_153,Student,How effective are your teachers in helping you understand course material and stay engaged?,7,StudentHow effective are your teachers in helping you understand course material and stay engaged?,NPS,3. Preparation,4,153,153
153,Spring_2026,Spring_2026_153,Student,How safe and supported do you feel in your school environment?,10,StudentHow safe and supported do you feel in your school environment?,NPS,5. Values and Standards,5,153,153
154,Spring_2026,Spring_2026_154,Parent,How likely are you to recommend De La Salle College to others based on the education your child receives?,10,ParentHow likely are you to recommend De La Salle College to others based on the education your child receives?,NPS,1. Likelihood to Recommend,1,154,154
154,Spring_2026,Spring_2026_154,Parent,How well does the academic workload challenge your child without being overwhelming?,9,ParentHow well does the academic workload challenge your child without being overwhelming?,NPS,2. Quality & Workload of Education,2,154,154
154,Spring_2026,Spring_2026_154,Parent,How satisfied are you with the College's communication and support regarding your child's progress and well-being?,9,ParentHow satisfied are you with the College's communication and support regarding your child's progress and well-being?,NPS,4. Resources & Support,3,154,154
154,Spring_2026,Spring_2026_154,Parent,How effective is the College in preparing your child for future academic and personal success?,10,ParentHow effective is the College in preparing your child for future academic and personal success?,NPS,3. Preparation,4,154,154
154,Spring_2026,Spring_2026_154,Parent,How well does the College address any concerns you raise about your child?,10,ParentHow well does the College address any concerns you raise about your child?,NPS,5. Values and Standards,5,154,154
155,Spring_2026,Spring_2026_155,Student,How likely are you to recommend De La Salle College to others based on your experience with the quality of education?,10,StudentHow likely are you to recommend De La Salle College to others based on your experience with the quality of education?,NPS,1. Likelihood to Recommend,1,155,155
155,Spring_2026,Spring_2026_155,Student,How well does the academic workload challenge you without being overwhelming?,8,StudentHow well does the academic workload challenge you without being overwhelming?,NPS,2. Quality & Workload of Education,2,155,155
155,Spring_2026,Spring_2026_155,Student,How satisfied are you with the support and resources available to help you succeed academically?,8,StudentHow satisfied are you with the support and resources available to help you succeed academically?,NPS,4. Resources & Support,3,155,155
155,Spring_2026,Spring_2026_155,Student,How effective are your teachers in helping you understand course material and stay engaged?,4,StudentHow effective are your teachers in helping you understand course material and stay engaged?,NPS,3. Preparation,4,155,155
155,Spring_2026,Spring_2026_155,Student,How safe and supported do you feel in your school environment?,6,StudentHow safe and supported do you feel in your school environment?,NPS,5. Values and Standards,5,155,155
156,Spring_2026,Spring_2026_156,Parent,How likely are you to recommend De La Salle College to others based on the education your child receives?,2,ParentHow likely are you to recommend De La Salle College to others based on the education your child receives?,NPS,1. Likelihood to Recommend,1,156,156
156,Spring_2026,Spring_2026_156,Parent,How well does the academic workload challenge your child without being overwhelming?,1,ParentHow well does the academic workload challenge your child without being overwhelming?,NPS,2. Quality & Workload of Education,2,156,156
156,Spring_2026,Spring_2026_156,Parent,How satisfied are you with the College's communication and support regarding your child's progress and well-being?,2,ParentHow satisfied are you with the College's communication and support regarding your child's progress and well-being?,NPS,4. Resources & Support,3,156,156
156,Spring_2026,Spring_2026_156,Parent,How effective is the College in preparing your child for future academic and personal success?,2,ParentHow effective is the College in preparing your child for future academic and personal success?,NPS,3. Preparation,4,156,156
156,Spring_2026,Spring_2026_156,Parent,How well does the College address any concerns you raise about your child?,2,ParentHow well does the College address any concerns you raise about your child?,NPS,5. Values and Standards,5,156,156
157,Spring_2026,Spring_2026_157,Parent,How likely are you to recommend De La Salle College to others based on the education your child receives?,8,ParentHow likely are you to recommend De La Salle College to others based on the education your child receives?,NPS,1. Likelihood to Recommend,1,157,157
157,Spring_2026,Spring_2026_157,Parent,How well does the academic workload challenge your child without being overwhelming?,9,ParentHow well does the academic workload challenge your child without being overwhelming?,NPS,2. Quality & Workload of Education,2,157,157
157,Spring_2026,Spring_2026_157,Parent,How satisfied are you with the College's communication and support regarding your child's progress and well-being?,9,ParentHow satisfied are you with the College's communication and support regarding your child's progress and well-being?,NPS,4. Resources & Support,3,157,157
157,Spring_2026,Spring_2026_157,Parent,How effective is the College in preparing your child for future academic and personal success?,6,ParentHow effective is the College in preparing your child for future academic and personal success?,NPS,3. Preparation,4,157,157
157,Spring_2026,Spring_2026_157,Parent,How well does the College address any concerns you raise about your child?,8,ParentHow well does the College address any concerns you raise about your child?,NPS,5. Values and Standards,5,157,157
158,Spring_2026,Spring_2026_158,Student,How likely are you to recommend De La Salle College to others based on your experience with the quality of education?,9,StudentHow likely are you to recommend De La Salle College to others based on your experience with the quality of education?,NPS,1. Likelihood to Recommend,1,158,158
158,Spring_2026,Spring_2026_158,Student,How well does the academic workload challenge you without being overwhelming?,5,StudentHow well does the academic workload challenge you without being overwhelming?,NPS,2. Quality & Workload of Education,2,158,158
158,Spring_2026,Spring_2026_158,Student,How satisfied are you with the support and resources available to help you succeed academically?,7,StudentHow satisfied are you with the support and resources available to help you succeed academically?,NPS,4. Resources & Support,3,158,158
158,Spring_2026,Spring_2026_158,Student,How effective are your teachers in helping you understand course material and stay engaged?,6,StudentHow effective are your teachers in helping you understand course material and stay engaged?,NPS,3. Preparation,4,158,158
158,Spring_2026,Spring_2026_158,Student,How safe and supported do you feel in your school environment?,9,StudentHow safe and supported do you feel in your school environment?,NPS,5. Values and Standards,5,158,158
159,Spring_2026,Spring_2026_159,Parent,How likely are you to recommend De La Salle College to others based on the education your child receives?,10,ParentHow likely are you to recommend De La Salle College to others based on the education your child receives?,NPS,1. Likelihood to Recommend,1,159,159
159,Spring_2026,Spring_2026_159,Parent,How well does the academic workload challenge your child without being overwhelming?,9,ParentHow well does the academic workload challenge your child without being overwhelming?,NPS,2. Quality & Workload of Education,2,159,159
159,Spring_2026,Spring_2026_159,Parent,How satisfied are you with the College's communication and support regarding your child's progress and well-being?,5,ParentHow satisfied are you with the College's communication and support regarding your child's progress and well-being?,NPS,4. Resources & Support,3,159,159
159,Spring_2026,Spring_2026_159,Parent,How effective is the College in preparing your child for future academic and personal success?,8,ParentHow effective is the College in preparing your child for future academic and personal success?,NPS,3. Preparation,4,159,159
159,Spring_2026,Spring_2026_159,Parent,How well does the College address any concerns you raise about your child?,9,ParentHow well does the College address any concerns you raise about your child?,NPS,5. Values and Standards,5,159,159
160,Spring_2026,Spring_2026_160,Student,How likely are you to recommend De La Salle College to others based on your experience with the quality of education?,10,StudentHow likely are you to recommend De La Salle College to others based on your experience with the quality of education?,NPS,1. Likelihood to Recommend,1,160,160
160,Spring_2026,Spring_2026_160,Student,How well does the academic workload challenge you without being overwhelming?,5,StudentHow well does the academic workload challenge you without being overwhelming?,NPS,2. Quality & Workload of Education,2,160,160
160,Spring_2026,Spring_2026_160,Student,How satisfied are you with the support and resources available to help you succeed academically?,8,StudentHow satisfied are you with the support and resources available to help you succeed academically?,NPS,4. Resources & Support,3,160,160
160,Spring_2026,Spring_2026_160,Student,How effective are your teachers in helping you understand course material and stay engaged?,7,StudentHow effective are your teachers in helping you understand course material and stay engaged?,NPS,3. Preparation,4,160,160
160,Spring_2026,Spring_2026_160,Student,How safe and supported do you feel in your school environment?,8,StudentHow safe and supported do you feel in your school environment?,NPS,5. Values and Standards,5,160,160
161,Spring_2026,Spring_2026_161,Teaching Faculty,How likely are you to recommend De La Salle College as a place to work?,2,Teaching FacultyHow likely are you to recommend De La Salle College as a place to work?,NPS,1. Likelihood to Recommend,1,161,161
161,Spring_2026,Spring_2026_161,Teaching Faculty,How balanced is the academic workload for students (challenging yet manageable)?,6,Teaching FacultyHow balanced is the academic workload for students (challenging yet manageable)?,NPS,2. Quality & Workload of Education,2,161,161
161,Spring_2026,Spring_2026_161,Teaching Faculty,How satisfied are you with the resources and support that help you work effectively?,1,Teaching FacultyHow satisfied are you with the resources and support that help you work effectively?,NPS,4. Resources & Support,3,161,161
161,Spring_2026,Spring_2026_161,Teaching Faculty,How effective are your teaching strategies in engaging students and promoting learning?,5,Teaching FacultyHow effective are your teaching strategies in engaging students and promoting learning?,NPS,3. Preparation,4,161,161
161,Spring_2026,Spring_2026_161,Teaching Faculty,How well does the College support staff members in addressing students' academic and personal needs?,2,Teaching FacultyHow well does the College support staff members in addressing students' academic and personal needs?,NPS,5. Values and Standards,5,161,161
162,Spring_2026,Spring_2026_162,Parent,How likely are you to recommend De La Salle College to others based on the education your child receives?,9,ParentHow likely are you to recommend De La Salle College to others based on the education your child receives?,NPS,1. Likelihood to Recommend,1,162,162
162,Spring_2026,Spring_2026_162,Parent,How well does the academic workload challenge your child without being overwhelming?,8,ParentHow well does the academic workload challenge your child without being overwhelming?,NPS,2. Quality & Workload of Education,2,162,162
162,Spring_2026,Spring_2026_162,Parent,How satisfied are you with the College's communication and support regarding your child's progress and well-being?,6,ParentHow satisfied are you with the College's communication and support regarding your child's progress and well-being?,NPS,4. Resources & Support,3,162,162
162,Spring_2026,Spring_2026_162,Parent,How effective is the College in preparing your child for future academic and personal success?,8,ParentHow effective is the College in preparing your child for future academic and personal success?,NPS,3. Preparation,4,162,162
162,Spring_2026,Spring_2026_162,Parent,How well does the College address any concerns you raise about your child?,5,ParentHow well does the College address any concerns you raise about your child?,NPS,5. Values and Standards,5,162,162
163,Spring_2026,Spring_2026_163,Parent,How likely are you to recommend De La Salle College to others based on the education your child receives?,9,ParentHow likely are you to recommend De La Salle College to others based on the education your child receives?,NPS,1. Likelihood to Recommend,1,163,163
163,Spring_2026,Spring_2026_163,Parent,How well does the academic workload challenge your child without being overwhelming?,5,ParentHow well does the academic workload challenge your child without being overwhelming?,NPS,2. Quality & Workload of Education,2,163,163
163,Spring_2026,Spring_2026_163,Parent,How satisfied are you with the College's communication and support regarding your child's progress and well-being?,7,ParentHow satisfied are you with the College's communication and support regarding your child's progress and well-being?,NPS,4. Resources & Support,3,163,163
163,Spring_2026,Spring_2026_163,Parent,How effective is the College in preparing your child for future academic and personal success?,7,ParentHow effective is the College in preparing your child for future academic and personal success?,NPS,3. Preparation,4,163,163
163,Spring_2026,Spring_2026_163,Parent,How well does the College address any concerns you raise about your child?,6,ParentHow well does the College address any concerns you raise about your child?,NPS,5. Values and Standards,5,163,163
164,Spring_2026,Spring_2026_164,Parent,How likely are you to recommend De La Salle College to others based on the education your child receives?,10,ParentHow likely are you to recommend De La Salle College to others based on the education your child receives?,NPS,1. Likelihood to Recommend,1,164,164
164,Spring_2026,Spring_2026_164,Parent,How well does the academic workload challenge your child without being overwhelming?,10,ParentHow well does the academic workload challenge your child without being overwhelming?,NPS,2. Quality & Workload of Education,2,164,164
164,Spring_2026,Spring_2026_164,Parent,How satisfied are you with the College's communication and support regarding your child's progress and well-being?,10,ParentHow satisfied are you with the College's communication and support regarding your child's progress and well-being?,NPS,4. Resources & Support,3,164,164
164,Spring_2026,Spring_2026_164,Parent,How effective is the College in preparing your child for future academic and personal success?,10,ParentHow effective is the College in preparing your child for future academic and personal success?,NPS,3. Preparation,4,164,164
164,Spring_2026,Spring_2026_164,Parent,How well does the College address any concerns you raise about your child?,10,ParentHow well does the College address any concerns you raise about your child?,NPS,5. Values and Standards,5,164,164
165,Spring_2026,Spring_2026_165,Parent,How likely are you to recommend De La Salle College to others based on the education your child receives?,8,ParentHow likely are you to recommend De La Salle College to others based on the education your child receives?,NPS,1. Likelihood to Recommend,1,165,165
165,Spring_2026,Spring_2026_165,Parent,How well does the academic workload challenge your child without being overwhelming?,8,ParentHow well does the academic workload challenge your child without being overwhelming?,NPS,2. Quality & Workload of Education,2,165,165
165,Spring_2026,Spring_2026_165,Parent,How satisfied are you with the College's communication and support regarding your child's progress and well-being?,7,ParentHow satisfied are you with the College's communication and support regarding your child's progress and well-being?,NPS,4. Resources & Support,3,165,165
165,Spring_2026,Spring_2026_165,Parent,How effective is the College in preparing your child for future academic and personal success?,7,ParentHow effective is the College in preparing your child for future academic and personal success?,NPS,3. Preparation,4,165,165
165,Spring_2026,Spring_2026_165,Parent,How well does the College address any concerns you raise about your child?,9,ParentHow well does the College address any concerns you raise about your child?,NPS,5. Values and Standards,5,165,165
166,Spring_2026,Spring_2026_166,Parent,How likely are you to recommend De La Salle College to others based on the education your child receives?,10,ParentHow likely are you to recommend De La Salle College to others based on the education your child receives?,NPS,1. Likelihood to Recommend,1,166,166
166,Spring_2026,Spring_2026_166,Parent,How well does the academic workload challenge your child without being overwhelming?,4,ParentHow well does the academic workload challenge your child without being overwhelming?,NPS,2. Quality & Workload of Education,2,166,166
166,Spring_2026,Spring_2026_166,Parent,How satisfied are you with the College's communication and support regarding your child's progress and well-being?,8,ParentHow satisfied are you with the College's communication and support regarding your child's progress and well-being?,NPS,4. Resources & Support,3,166,166
166,Spring_2026,Spring_2026_166,Parent,How effective is the College in preparing your child for future academic and personal success?,6,ParentHow effective is the College in preparing your child for future academic and personal success?,NPS,3. Preparation,4,166,166
166,Spring_2026,Spring_2026_166,Parent,How well does the College address any concerns you raise about your child?,8,ParentHow well does the College address any concerns you raise about your child?,NPS,5. Values and Standards,5,166,166
167,Spring_2026,Spring_2026_167,Student,How likely are you to recommend De La Salle College to others based on your experience with the quality of education?,9,StudentHow likely are you to recommend De La Salle College to others based on your experience with the quality of education?,NPS,1. Likelihood to Recommend,1,167,167
167,Spring_2026,Spring_2026_167,Student,How well does the academic workload challenge you without being overwhelming?,6,StudentHow well does the academic workload challenge you without being overwhelming?,NPS,2. Quality & Workload of Education,2,167,167
167,Spring_2026,Spring_2026_167,Student,How satisfied are you with the support and resources available to help you succeed academically?,8,StudentHow satisfied are you with the support and resources available to help you succeed academically?,NPS,4. Resources & Support,3,167,167
167,Spring_2026,Spring_2026_167,Student,How effective are your teachers in helping you understand course material and stay engaged?,8,StudentHow effective are your teachers in helping you understand course material and stay engaged?,NPS,3. Preparation,4,167,167
167,Spring_2026,Spring_2026_167,Student,How safe and supported do you feel in your school environment?,9,StudentHow safe and supported do you feel in your school environment?,NPS,5. Values and Standards,5,167,167
168,Spring_2026,Spring_2026_168,Parent,How likely are you to recommend De La Salle College to others based on the education your child receives?,7,ParentHow likely are you to recommend De La Salle College to others based on the education your child receives?,NPS,1. Likelihood to Recommend,1,168,168
168,Spring_2026,Spring_2026_168,Parent,How well does the academic workload challenge your child without being overwhelming?,5,ParentHow well does the academic workload challenge your child without being overwhelming?,NPS,2. Quality & Workload of Education,2,168,168
168,Spring_2026,Spring_2026_168,Parent,How satisfied are you with the College's communication and support regarding your child's progress and well-being?,6,ParentHow satisfied are you with the College's communication and support regarding your child's progress and well-being?,NPS,4. Resources & Support,3,168,168
168,Spring_2026,Spring_2026_168,Parent,How effective is the College in preparing your child for future academic and personal success?,8,ParentHow effective is the College in preparing your child for future academic and personal success?,NPS,3. Preparation,4,168,168
168,Spring_2026,Spring_2026_168,Parent,How well does the College address any concerns you raise about your child?,6,ParentHow well does the College address any concerns you raise about your child?,NPS,5. Values and Standards,5,168,168
169,Spring_2026,Spring_2026_169,Parent,How likely are you to recommend De La Salle College to others based on the education your child receives?,9,ParentHow likely are you to recommend De La Salle College to others based on the education your child receives?,NPS,1. Likelihood to Recommend,1,169,169
169,Spring_2026,Spring_2026_169,Parent,How well does the academic workload challenge your child without being overwhelming?,5,ParentHow well does the academic workload challenge your child without being overwhelming?,NPS,2. Quality & Workload of Education,2,169,169
169,Spring_2026,Spring_2026_169,Parent,How satisfied are you with the College's communication and support regarding your child's progress and well-being?,8,ParentHow satisfied are you with the College's communication and support regarding your child's progress and well-being?,NPS,4. Resources & Support,3,169,169
